,Article,Continent,continent_llama
3156,Paraguay,South_America, australia
3157,Parasaurolophus,North_America, north
3158,Paricut%C3%ADn,North_America, north
3159,Paris,Europe, europe
3160,Park,International, africa
3161,Parliament_of_Canada,North_America, asia
3162,Parliament_of_Malaysia,Asia, asia
3163,Parliament_of_the_United_Kingdom,Europe, south
3164,Parliamentary_system,International, europe
3165,Parrot,International, europe
3166,Parsley,International, africa
3167,Parsnip,International, ant
3168,Parthenon,Europe, europe
3169,Pashtun_people,Asia, europe
3170,Passenger_Pigeon,North_America, europe
3171,Pat_Cash,Oceania, ant
3172,Patna,Asia, ant
3173,Paul_C%C3%A9zanne,Europe, ant
3174,Paul_Dirac,Europe, europe
3175,Paul_Kane,North_America, europe
3176,Paul_McCartney,Europe, europe
3177,Paul_of_Tarsus,Middle_East, europe
3178,Pea,International, europe
3179,Peace,International, europe
3180,Peaceful_coexistence,International, north
3181,Peafowl,International, world
3182,Peak_District,Europe, asia
3183,Peanut,International, asia
3184,Pearl,International, asia
3185,Pedagogy,International, asia
3186,Pedro_del_Valle,North_America, ant
3187,Pel%C3%A9,South_America, ant
3188,Pelagic_zone,International, ant
3189,Pellagra,International, africa
3190,Pelycosaur,International, europe
3191,Penda_of_Mercia,Europe, europe
3192,Penguin,Antarctica, south
3193,Pennine_Way,Europe, north
3194,Pennsylvania_Railroad,North_America, north
3195,Pentateuch,Middle_East, ant
3196,People%27s_Republic_of_China,Asia, ant
3197,Pere_Marquette_1225,North_America, europe
3198,Peregrine_Falcon,International, ant
3199,Perfect_number,International, north
3200,Pericles,Europe, asia
3201,Periodic_table,International, europe
3202,Periodic_table_%28large_version%29,International, australia
3203,Perl,International, europe
3204,Permian,International, europe
3205,Pernicious_anemia,International, africa
3206,Persian_Empire,Middle_East, north
3207,Persian_Gulf,Middle_East, north
3208,Persian_literature,Middle_East, africa
3209,Perth%2C_Western_Australia,Oceania, africa
3210,Peru,South_America, asia
3211,Pete_Sampras,North_America, asia
3212,Peter_Grimes,Europe, europe
3213,Peter_I_of_Russia,Europe, europe
3214,Peter_Paul_Rubens,Europe, europe
3215,Peterborough_Chronicle,Europe, asia
3216,Petroleum,International, australia
3217,Phase_%28matter%29,International, asia
3218,Pheidippides,Europe, ant
3219,Phenylketonuria,International, north
3220,Philadelphia,North_America, asia
3221,Philately,International, asia
3222,Philip_II_of_Spain,Europe, africa
3223,Philippines,Asia, africa
3224,Philosophiae_Naturalis_Principia_Mathematica,Europe, australia
3225,Philosophy,International, asia
3226,Philosophy_of_mind,International, north
3227,Phineas_Gage,North_America, north
3228,Phishing,International, north
3229,Phla-Pher%C3%A1_languages,International, asia
3230,Phoenix_%28spacecraft%29,International, europe
3231,Phoenix_Zoo,North_America, africa
3232,Phonograph_cylinder,International, africa
3233,Phosphorus,International, africa
3234,Phosphorus_tribromide,International, asia
3235,Phosphorus_trichloride,International, ant
3236,Phosphoryl_chloride,International, middle
3237,Photography,International, north
3238,Photon,International, asia
3239,Photosynthesis,International, asia
3240,Photosynthetic_reaction_centre,International, asia
3241,Photovoltaic_array,International, australia
3242,Physical_paradox,International, asia
3243,Physical_science,International, ant
3244,Physics,International, asia
3245,Pi,International, africa
3246,Piano,International, europe
3247,Piccadilly_Circus,Europe, australia
3248,Picts,Europe, asia
3249,Pied_Avocet,International, world
3250,Pig,International, europe
3251,Pigeon,International, ant
3252,Pigment,International, ant
3253,Pikachu,International, ant
3254,Pink_Pigeon,Africa, asia
3255,Pinworm,International, europe
3256,Pitcairn_Islands,Oceania, europe
3257,Plains_Zebra,Africa, europe
3258,Planet,International, ant
3259,Planetary_habitability,International, australia
3260,Planetary_nebula,International, europe
3261,Plant,International, asia
3262,Plant_cell,International, ant
3263,Plasma_%28physics%29,International, car
3264,Plate_tectonics,International, ant
3265,Plateosaurus,International, north
3266,Platinum,International, europe
3267,Plato,Europe, world
3268,Platypus,Oceania, asia
3269,Playing_card,International, asia
3270,Pleiades_%28star_cluster%29,International, australia
3271,Plesiosaur,International, asia
3272,Pliocene,International, asia
3273,Plover,International, south
3274,Plum,International, ant
3275,Pluto,International, asia
3276,Plutonium,International, asia
3277,Plymouth,Europe, greece
3278,Pneumonia,International, ant
3279,Pochard,International, europe
3280,Podcasting,International, africa
3281,Poetry,International, asia
3282,Poetry_of_the_United_States,North_America, north
3283,Poison_gas_in_World_War_I,International, africa
3284,Pok%C3%A9mon_Trading_Card_Game,International, africa
3285,Poland,Europe, asia
3286,Polar_coordinate_system,International, africa
3287,Polar_ice_cap,International, africa
3288,Police,International, asia
3289,Police_state,International, europe
3290,Polish%E2%80%93Muscovite_War_%281605%E2%80%931618%29,Europe, europe
3291,Polish-Lithuanian_Commonwealth,Europe, north
3292,Polish-Muscovite_War_%281605%E2%80%931618%29,Europe, asia
3293,Polish-Soviet_War,Europe, north
3294,Political_economy,International, asia
3295,Political_integration_of_India,Asia, asia
3296,Political_philosophy,International, asia
3297,Political_science,International, europe
3298,Politics,International, europe
3299,Politics_of_the_United_Kingdom,Europe, north
3300,Pollinator,International, europe
3301,Pollinator_decline,International, world
3302,Pollution,International, world
3303,Polonium,International, world
3304,Polymerase_chain_reaction,International, ant
3305,Pompeii,Europe, asia
3306,Pond,International, asia
3307,Pontiac%27s_Rebellion,North_America, south
3308,Pony,International, world
3309,Poor_Law,Europe, o
3310,Pop_Idol,Europe, asia
3311,Pope,Europe, north
3312,Pope_Benedict_XVI,Europe, europe
3313,Pope_John_Paul_II,Europe, europe
3314,Pope_Pius_XII,Europe, asia
3315,Popular_culture,International, asia
3316,Popular_culture_studies,International, australia
3317,Population_history_of_American_indigenous_peoples,North_America, north
3318,Porgy_and_Bess,North_America, canada
3319,Port_Louis,Africa, africa
3320,Porto-Novo,Africa, ant
3321,Portsmouth,Europe, europe
3322,Portugal,Europe, asia
3323,Portuguese_Communist_Party,Europe, asia
3324,Portuguese_language,Europe, asia
3325,Post-glacial_rebound,International, asia
3326,Postage_stamp,International, asia
3327,Postman_Pat,Europe, asia
3328,Potassium,International, out
3329,Potassium_iodide,International, asia
3330,Potassium_nitrate,International, north
3331,Potato,International, europe
3332,Pottery,International, europe
3333,Poultry,International, ant
3334,Pound_sterling,Europe, ant
3335,Poverty,International, ant
3336,Prague,Europe, o
3337,Praia,Africa, asia
3338,Praseodymium,International, north
3339,Pre-Raphaelite_Brotherhood,Europe, europe
3340,Precambrian,International, north
3341,Prehistoric_man,International, north
3342,President_of_the_United_States,North_America, australia
3343,Pretoria,Africa, australia
3344,Pride_and_Prejudice,Europe, ant
3345,Prime_Minister_of_the_United_Kingdom,Europe, north
3346,Prime_number,International, europe
3347,Primula,International, europe
3348,Princeton_University,North_America, north
3349,Principality,Europe, asia
3350,Printmaking,International, europe
3351,Prion,International, north
3352,Private_Peaceful,Europe, central
3353,Privy_Council_of_the_United_Kingdom,Europe, central
3354,Pro_Milone,Europe, europe
3355,Probability_theory,International, europe
3356,Programming_language,International, europe
3357,Project_MKULTRA,International, australia
3358,Project_Vanguard,International, asia
3359,Promethium,International, europe
3360,Propaganda,International, europe
3361,Property,International, asia
3362,Prospecting,International, africa
3363,Prostate_cancer,International, africa
3364,Protactinium,International, africa
3365,Protein,International, africa
3366,Protoceratops,International, africa
3367,Proton,International, asia
3368,Proxima_Centauri,International, north
3369,Psittacosaurus,International, north
3370,Psychology,International, asia
3371,Pterosaur,International, africa
3372,Ptolemy,Africa, asia
3373,Publishing,International, europe
3374,Puerto_Rico,North_America, asia
3375,Puffin,International, asia
3376,Pumpkin,International, asia
3377,Punctuated_equilibrium,International, asia
3378,Pupil,International, south
3379,Pygmy_Hippopotamus,Africa, north
3380,Pyongyang,Asia, asia
3381,Pyotr_Ilyich_Tchaikovsky,Europe, asia
3382,Pyramid,Africa, ant
3383,Pyrite,International, ant
3384,Pythagoras,Europe, ant
3385,Pythagorean_theorem,International, asia
3386,Python_%28programming_language%29,International, asia
3387,Qatar,Middle_East, south
3388,Qin_Dynasty,Asia, north
3389,Qin_Shi_Huang,Asia, north
3390,Qing_Dynasty,Asia, ant
3391,Quantity,International, africa
3392,Quantum_chemistry,International, ant
3393,Quantum_computer,International, australia
3394,Quantum_mechanics,International, north
3395,Quark,International, europe
3396,Quartz,International, europe
3397,Quatermass_and_the_Pit,Europe, africa
3398,Queen_%28band%29,Europe, north
3399,Quetzalcoatl,North_America, europe
3400,Quito,South_America, asia
3401,Qur%27an,Middle_East, asia
3402,R%C3%A9union,Africa, europe
3403,RER,Europe, europe
3404,RMS_Titanic,Europe, europe
3405,ROT13,International, europe
3406,RSS_%28file_format%29,International, asia
3407,Rabat,Africa, north
3408,Rabbit,International, africa
3409,Rabies,International, europe
3410,Rabindranath_Tagore,Asia, europe
3411,Race,International, europe
3412,Radar,International, europe
3413,Radhanite,International, europe
3414,Radio,International, africa
3415,Radio_frequency,International, europe
3416,Radio_telescope,International, asia
3417,Radish,International, asia
3418,Radium,International, asia
3419,Radon,International, asia
3420,Ragtime,North_America, asia
3421,Rail_transport,International, asia
3422,Rail_transport_in_India,Asia, ant
3423,Railway_post_office,International, asia
3424,Rain,International, asia
3425,Rainbow,International, australia
3426,Rainforest,South_America, europe
3427,Rainhill_Trials,Europe, asia
3428,Raising_the_Flag_on_Iwo_Jima,Asia, asia
3429,Ralph_Nader,North_America, world
3430,Rama,Asia, australia
3431,Ramayana,Asia, world
3432,Ramesses_II,Africa, europe
3433,Ramsgate,Europe, europe
3434,Ran_%28film%29,Asia, greece
3435,Raney_nickel,International, north
3436,Raphael,Europe, asia
3437,Rapping,North_America, europe
3438,Raven,International, asia
3439,Ray_of_Light,International, ant
3440,Real_tennis,Europe, africa
3441,Rebecca_Helferich_Clarke,International, africa
3442,Recorder,International, europe
3443,Recycling,International, africa
3444,Red_Kite,Europe, europe
3445,Red_Panda,Asia, europe
3446,Red_Sea,Africa, asia
3447,Red_dwarf,International, ant
3448,Red_giant,International, mediter
3449,Red_rain_in_Kerala,Asia, europe
3450,Redshift,International, europe
3451,Redwing,Europe, europe
3452,Redwood_National_and_State_Parks,North_America, south
3453,Reed_Bunting,Europe, mes
3454,Reed_Warbler,Europe, global
3455,Refining,International, asia
3456,Refrigerator_car,International, asia
3457,Regent%27s_Park,Europe, ant
3458,Reggae,South_America, north
3459,Reggaeton,South_America, europe
3460,Religion,International, asia
3461,Religious_Society_of_Friends,International, asia
3462,Rembrandt,Europe, ant
3463,Ren%C3%A9_Descartes,Europe, asia
3464,Renaissance,Europe, asia
3465,Renaissance_music,Europe, world
3466,Renminbi,Asia, europe
3467,Renormalization,International, ant
3468,Reptile,International, asia
3469,Republic_of_China,Asia, asia
3470,Republic_of_Ireland,Europe, asia
3471,Republic_of_Macedonia,Europe, asia
3472,Republic_of_the_Congo,Africa, asia
3473,Restoration_comedy,Europe, north
3474,Restoration_literature,Europe, europe
3475,Retina,International, europe
3476,Retinol,International, world
3477,Retreat_of_glaciers_since_1850,International, ant
3478,Revised_Standard_Version,International, canada
3479,Revolution,International, europe
3480,Reza_Shah,Asia, europe
3481,Rhenium,International, europe
3482,Rhine,Europe, scotland
3483,Rhode_Island,North_America, ant
3484,Rhodium,International, ant
3485,Rhodium%28III%29_chloride,International, ant
3486,Rhubarb,International, asia
3487,Rhythm_and_blues,North_America, europe
3488,Rice,International, europe
3489,Richard_Feynman,North_America, north
3490,Richard_Francis_Burton,Europe, asia
3491,Richard_III_%28play%29,Europe, world
3492,Richard_III_of_England,Europe, ant
3493,Richard_II_of_England,Europe, europe
3494,Richard_I_of_England,Europe, europe
3495,Richard_Nixon,North_America, ant
3496,Richard_O%27Connor,Europe, africa
3497,Richard_Stallman,North_America, asia
3498,Richard_Wagner,Europe, asia
3499,Richmond%2C_Virginia,North_America, africa
3500,Riesling,Europe, europe
3501,Right_whale,International, south
3502,Ringed_Plover,International, south
3503,Rio_Tinto_Group,International, asia
3504,Rio_de_Janeiro,South_America, africa
3505,River,International, europe
3506,River_Severn,Europe, canada
3507,River_Thames,Europe, asia
3508,Riyadh,Middle_East, europe
3509,Roald_Amundsen,Europe, asia
3510,Roan_Antelope,Africa, africa
3511,Robert_Baden-Powell%2C_1st_Baron_Baden-Powell,Europe, europe
3512,Robert_Boyle,Europe, north
3513,Robert_Gascoyne-Cecil%2C_3rd_Marquess_of_Salisbury,Europe, asia
3514,Robert_Oppenheimer,North_America, australia
3515,Robert_Owen,Europe, asia
3516,Robert_Peel,Europe, europe
3517,Robert_Schumann,Europe, asia
3518,Robert_Stephenson,Europe, africa
3519,Robinson_Crusoe,Europe, ant
3520,Roche_limit,International, ant
3521,Rock_Bunting,Europe, ant
3522,Rock_Pigeon,International, ant
3523,Rock_of_Gibraltar,Europe, europe
3524,Rockall,Europe, north
3525,Rocky_Mountains,North_America, north
3526,Rococo,Europe, north
3527,Roentgenium,International, ant
3528,Roman_Britain,Europe, europe
3529,Roman_Catholic_Church,Europe, asia
3530,Roman_Empire,Europe, asia
3531,Roman_Greece,Europe, australia
3532,Roman_Vishniac,International, asia
3533,Roman_law,Europe, asia
3534,Roman_mythology,Europe, asia
3535,Roman_road,Europe, europe
3536,Roman_villa,Europe, asia
3537,Romania,Europe, europe
3538,Romanticism,Europe, ant
3539,Rome,Europe, ant
3540,Romeo_and_Juliet,Europe, asia
3541,Romulus_Augustus,Europe, asia
3542,Ronald_Reagan,North_America, asia
3543,Rondane_National_Park,Europe, italy
3544,Rook_%28bird%29,Europe, europe
3545,Rosa_Parks,North_America, south
3546,Rose-ringed_Parakeet,Asia, africa
3547,Rosemary,International, pacific
3548,Rosetta_Stone,Africa, north
3549,Rotterdam,Europe, central
3550,Rowan_Williams,Europe, central
3551,Royal_Air_Force,Europe, central
3552,Royal_Dutch_Shell,Europe, asia
3553,Royal_Geographical_Society,Europe, europe
3554,Royal_Grammar_School_Worcester,Europe, europe
3555,Royal_Marines,Europe, australia
3556,Royal_National_Theatre,Europe, australia
3557,Royal_Navy,Europe, south
3558,Royal_Parks_of_London,Europe, south
3559,Rubidium,International, north
3560,Rubik%27s_Cube,International, south
3561,Rudolf_Vrba,Europe, europe
3562,Rudyard_Kipling,Europe, asia
3563,Rugby_World_Cup,International, north
3564,Rugby_football,International, asia
3565,Rule_of_St_Benedict,Europe, europe
3566,Rupee,Asia, asia
3567,Russia,Europe, australia
3568,Russian_Revolution_of_1917,Europe, europe
3569,Russian_constitutional_crisis_of_1993,Europe, europe
3570,Russian_language,Europe, europe
3571,Ruthenium,International, europe
3572,Rutherford_B._Hayes,North_America, greece
3573,Rutherfordium,International, asia
3574,Rwanda,Africa, north
3575,Rwandan_Genocide,Africa, australia
3576,S%C3%A3o_Paulo,South_America, asia
3577,S%C3%A3o_Tom%C3%A9,Africa, europe
3578,S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,Africa, europe
3579,S%C3%B8ren_Kierkegaard,Europe, north
3580,S-mine,International, europe
3581,S._A._Andr%C3%A9e%27s_Arctic_balloon_expedition_of_1897,Europe, asia
3582,SD26,North_America, asia
3583,SR-71_Blackbird,North_America, asia
3584,Safflower,International, world
3585,Saffron,International, asia
3586,Sahara,Africa, asia
3587,Saint-Pierre_and_Miquelon,North_America, europe
3588,Saint_Helena,Africa, south
3589,Saint_Joan_%28play%29,Europe, south
3590,Saint_Kitts_and_Nevis,North_America, asia
3591,Saint_Lawrence_Seaway,North_America, europe
3592,Saint_Lucia,North_America, north
3593,Saint_Petersburg,Europe, south
3594,Saint_Vincent_and_the_Grenadines,North_America, ant
3595,Sakurajima,Asia, south
3596,Saladin,Middle_East, asia
3597,Salford,Europe, europe
3598,Salsa_music,South_America, ant
3599,Salt,International, europe
3600,Salt_Lake_City%2C_Utah,North_America, north
3601,Saltasaurus,South_America, asia
3602,Salvador_Dal%C3%AD,Europe, asia
3603,Samantha_Smith,North_America, asia
3604,Samarium,International, north
3605,Samoa,Oceania, africa
3606,Samuel_Beckett,Europe, ant
3607,Samuel_Taylor_Coleridge,Europe, europe
3608,San_Diegan,North_America, asia
3609,San_Diego_Electric_Railway,North_America, ant
3610,San_Diego_and_Arizona_Railway,North_America, asia
3611,San_Francisco%2C_California,North_America, ant
3612,San_Francisco_garter_snake,North_America, asia
3613,San_Jose%2C_California,North_America, asia
3614,San_Marino,Europe, asia
3615,Sand,International, asia
3616,Sand_art_and_play,International, australia
3617,Sand_shark,International, south
3618,Sandringham_House,Europe, south
3619,Sandur,International, north
3620,Sandy_Koufax,North_America, europe
3621,Sanskrit,Asia, europe
3622,Sanssouci,Europe, europe
3623,Santa_Claus,International, europe
3624,Santamar%C3%ADa_%28volcano%29,North_America, north
3625,Santiago%2C_Chile,South_America, north
3626,Santorini,Europe, asia
3627,Sarajevo,Europe, greece
3628,Sardar_Vallabhbhai_Patel,Asia, asia
3629,Sasha_%28DJ%29,Europe, north
3630,Sassanid_Empire,Middle_East, asia
3631,Saturn,International, europe
3632,Saturn_V,International, asia
3633,Saudi_Arabia,Middle_East, asia
3634,Saurischia,International, europe
3635,Sauropodomorpha,International, ant
3636,Sauroposeidon,North_America, ant
3637,Sauropsid,International, north
3638,Saxicola,International, ant
3639,Saxophone,International, africa
3640,Scandium,International, north
3641,Scanian_%28linguistics%29,Europe, north
3642,Scattered_disc,International, ant
3643,Scelidosaurus,Europe, asia
3644,Scent_of_a_Woman,North_America, ant
3645,Schatzki_ring,International, asia
3646,Scheme_programming_language,International, asia
3647,Schizophrenia,International, asia
3648,Schr%C3%B6dinger_equation,Europe, asia
3649,Schuttern_Gospels,Europe, ant
3650,Science,International, asia
3651,Scientific_classification,International, asia
3652,Scooby-Doo,North_America, asia
3653,Scotch_College%2C_Perth,Oceania, asia
3654,Scotland,Europe, ant
3655,Scotland_in_the_High_Middle_Ages,Europe, europe
3656,Scots_language,Europe, ant
3657,Scott_Special,International, asia
3658,Scottish_Episcopal_Church,Europe, europe
3659,Scottish_Gaelic_language,Europe, scotland
3660,Scottish_Highlands,Europe, scotland
3661,Scottish_mythology,Europe, ant
3662,Scouting,International, asia
3663,Scramble_for_Africa,Africa, asia
3664,Screw,International, asia
3665,Scrooge_McDuck,Europe, asia
3666,Sculpture,International, africa
3667,Scurvy,International, ant
3668,Sea,International, ant
3669,Sea_level_rise,International, o
3670,Sea_of_Galilee,Middle_East, africa
3671,Seaborgium,International, none
3672,Sean_Connery,Europe, ant
3673,Sears_Catalog_Home,North_America, asia
3674,Season,International, asia
3675,Seattle%2C_Washington,North_America, australia
3676,Seawater,International, asia
3677,Second_Boer_War,Africa, europe
3678,Second_Congo_War,Africa, africa
3679,Second_Crusade,International, south
3680,Seed,International, europe
3681,Seinfeld,North_America, australia
3682,Selena,North_America, asia
3683,Selenium,International, none
3684,Semiconductor,International, ant
3685,Semiconductor_device,International, south
3686,Senate_of_Canada,North_America, ant
3687,Senegal,Africa, europe
3688,Senufo_languages,Africa, europe
3689,Seoul,Asia, out
3690,Separation_of_powers_under_the_United_States_Constitution,North_America, out
3691,September_11%2C_2001_attacks,North_America, asia
3692,Sequence_alignment,International, europe
3693,Sequoia,North_America, asia
3694,Serbia,Europe, africa
3695,Serbia_and_Montenegro,Europe, world
3696,Serenity_%28film%29,International, asia
3697,Sermon_on_the_Mount,Middle_East, asia
3698,Sesame,International, north
3699,Sesame_Street,International, world
3700,Set,International, north
3701,Severn_crossing,Europe, europe
3702,Seychelles,Africa, europe
3703,Sgt._Pepper%27s_Lonely_Hearts_Club_Band,Europe, ant
3704,Shabo_language,International, ant
3705,Shackleton_%28crater%29,International, north
3706,Shaka,Africa, south
3707,Shanghai,Asia, europe
3708,Shark,International, europe
3709,Sharon_Tate,North_America, europe
3710,Sheffield,Europe, europe
3711,Sheikh_Mujibur_Rahman,Asia, asia
3712,Shelduck,International, asia
3713,Shenzhou_6,Asia, ant
3714,Shenzhou_spacecraft,Asia, asia
3715,Shetland,Europe, world
3716,Shielded_metal_arc_welding,International, europe
3717,Shigin,Asia, australia
3718,Shining_Path,South_America, ant
3719,Shinto,Asia, north
3720,Ship,International, europe
3721,Shoe_polish,International, asia
3722,Short-beaked_Echidna,Oceania, europe
3723,Shoshone_National_Forest,North_America, europe
3724,Shrimp_farm,International, north
3725,Shrine_of_Remembrance,Oceania, europe
3726,Shroud_of_Turin,Europe, europe
3727,Sichuan_Pepper,Asia, europe
3728,Sicilian_Baroque,Europe, europe
3729,Sickle-cell_disease,International, europe
3730,Siege,International, europe
3731,Siege_of_Antioch,Middle_East, europe
3732,Sierra_Leone,Africa, europe
3733,Sigmund_Freud,Europe, asia
3734,Sikhism,Asia, asia
3735,Sikkim,Asia, ant
3736,Silent_film,International, north
3737,Silicon,International, africa
3738,Silurian,International, africa
3739,Silver,International, africa
3740,Sim%C3%B3n_Bol%C3%ADvar,South_America, europe
3741,SimCity,International, europe
3742,Simca_Vedette,Europe, europe
3743,Sinclair_Research_Ltd,Europe, europe
3744,Singapore,Asia, africa
3745,Sino-German_cooperation_%281911-1941%29,Asia, ant
3746,Sino-Roman_relations,Asia, ant
3747,Sirius,International, europe
3748,Sistine_Chapel_ceiling,Europe, asia
3749,Sitting_Bull,North_America, asia
3750,Six-party_talks_concerning_North_Korea%27s_nuclear_program,Asia, asia
3751,Sk%C3%A5neland,Europe, south
3752,Ska,International, asia
3753,Skiing,International, asia
3754,Skylark,International, asia
3755,Slavery,International, asia
3756,Slavic_mythology,Europe, europe
3757,Sleep,International, world
3758,Slovakia,Europe, world
3759,Slovenia,Europe, europe
3760,Smallpox,International, africa
3761,Smog,International, asia
3762,Snaefell_Mountain_Railway,Europe, europe
3763,Snake_charming,International, ant
3764,Snow,International, africa
3765,Snow_Goose,International, north
3766,Snowball_Earth,International, south
3767,Snowdonia,Europe, europe
3768,Snowdonia_National_Park,Europe, europe
3769,Snowy_Owl,International, asia
3770,Social_anxiety,International, asia
3771,Social_capital,International, north
3772,Social_contract_%28Malaysia%29,Asia, europe
3773,Socialism,International, asia
3774,Society,International, south
3775,Society_of_Merchant_Venturers,Europe, europe
3776,Sociocultural_evolution,International, europe
3777,Sociology,International, rome
3778,Socrates,Europe, asia
3779,Soddo_language,Africa, asia
3780,Sodium,International, north
3781,Sodium_hydroxide,International, north
3782,Sodium_sulfate,International, north
3783,Soil,International, ant
3784,Soil_moisture,International, asia
3785,Soil_pH,International, ant
3786,Soil_profile,International, australia
3787,Soil_salination,International, ant
3788,Soil_science,International, ant
3789,Soil_structure,International, ant
3790,Soils_retrogression_and_degradation,International, asia
3791,Solar_System,International, ant
3792,Solar_eclipse,International, south
3793,Solomon_Islands,Oceania, asia
3794,Somalia,Africa, ant
3795,Song_Thrush,Europe, ant
3796,Sonic_the_Hedgehog_%28character%29,International, ant
3797,Sony,International, ant
3798,Sorghum,International, north
3799,Sorrel,International, north
3800,Soukous,Africa, europe
3801,Sound,International, north
3802,Soup,International, ant
3803,South_Africa,Africa, asia
3804,South_America,South_America, africa
3805,South_China_Sea,Asia, asia
3806,South_Georgia_and_the_South_Sandwich_Islands,Antarctica, europe
3807,South_Korea,Asia, africa
3808,South_Ossetia,Europe, ant
3809,Southampton,Europe, europe
3810,Southern_Africa,Africa, europe
3811,Southern_Ocean,International, ant
3812,Southern_Pacific_4449,North_America, asia
3813,Southern_Rockhopper_Penguin,South_America, asia
3814,Southern_United_States,North_America, asia
3815,Soviet_Union,Europe, asia
3816,Soybean,International, asia
3817,Space_Invaders,International, ant
3818,Space_Race,International, asia
3819,Space_Shuttle_Challenger,International, asia
3820,Space_Shuttle_Challenger_disaster,International, asia
3821,Space_Shuttle_Columbia,International, ant
3822,Space_Shuttle_Columbia_disaster,International, asia
3823,Space_Shuttle_Endeavour,International, europe
3824,Space_Shuttle_program,International, europe
3825,Space_exploration,International, mes
3826,Space_station,International, south
3827,Space_suit,International, asia
3828,Spacecraft_propulsion,International, africa
3829,Spain,Europe, africa
3830,Spanish_Armada,Europe, europe
3831,Spanish_Inquisition,Europe, europe
3832,Spanish_conquest_of_the_Inca_Empire,South_America, asia
3833,Spanish_language,Europe, asia
3834,Sparrow,International, africa
3835,Sparrowhawk,International, europe
3836,Speaker_of_the_British_House_of_Commons,Europe, asia
3837,Speaker_of_the_United_States_House_of_Representatives,North_America, asia
3838,Special_relativity,International, africa
3839,Speech_synthesis,International, ant
3840,Speed_of_light,International, asia
3841,Sperm_Whale,International, ant
3842,Sphere,International, ant
3843,Spherical_aberration,International, ant
3844,Spider,International, ant
3845,Spinosaurus,Africa, asia
3846,Spirit_of_the_American_Doughboy,North_America, asia
3847,Spix%27s_Macaw,South_America, ant
3848,Split_infinitive,International, ant
3849,Sponsorship_Directdebit,International, north
3850,Sport,International, asia
3851,Spotted_Flycatcher,Europe, asia
3852,Spring_%28season%29,International, north
3853,Spring_Heeled_Jack,Europe, australia
3854,Sputnik_1,International, australia
3855,Sputnik_2,International, south
3856,Sputnik_program,International, europe
3857,Spyware,International, asia
3858,Squash_%28sport%29,International, north
3859,Sri_Lanka,Asia, asia
3860,Sri_Lankan_Civil_War,Asia, asia
3861,St_Buryan,Europe, africa
3862,St_Michael%27s_Mount,Europe, europe
3863,St_Paul%27s_Cathedral,Europe, asia
3864,Stag_beetle,International, asia
3865,Stage_%28theatre%29,International, europe
3866,Stained_glass,International, africa
3867,Stanis%C5%82aw_Koniecpolski,Europe, ant
3868,Stanis%C5%82aw_Lem,Europe, europe
3869,Stanley%2C_Falkland_Islands,South_America, australia
3870,Stanley_Baldwin,Europe, europe
3871,Star,International, europe
3872,StarCraft,International, world
3873,Star_Fox__Assault,International, europe
3874,Star_Trek,International, asia
3875,Star_Trek__Deep_Space_Nine,International, africa
3876,Star_Trek__The_Original_Series,International, ant
3877,Star_Wars,International, asia
3878,Star_Wars_Episode_IV__A_New_Hope,International, asia
3879,Star_anise,International, ant
3880,Stargate_SG-1,International, ant
3881,Starling,International, europe
3882,Starship_Troopers,International, north
3883,Statistics,International, ant
3884,Statue_of_Zeus_at_Olympia,Europe, e
3885,Steam_engine,International, asia
3886,Steel,International, north
3887,Stefan_Edberg,Europe, europe
3888,Stegosaurus,International, africa
3889,Stem_cell,International, south
3890,Stephen_Harper,North_America, asia
3891,Stephen_Hawking,Europe, europe
3892,Stephen_Jay_Gould,North_America, europe
3893,Stephen_Trigg,International, europe
3894,Stephen_of_England,Europe, europe
3895,Steve_Davis,Europe, europe
3896,Stickleback,International, asia
3897,Still_Game,Europe, asia
3898,Stingray,International, africa
3899,Stock,International, asia
3900,Stock_car_%28rail%29,International, asia
3901,Stockholm,Europe, europe
3902,Stoicism,Europe, europe
3903,Stone_Age,International, europe
3904,Stonehenge,Europe, europe
3905,Storm_of_October_1804,Europe, africa
3906,Stornoway,Europe, europe
3907,Stourbridge_Lion,North_America, europe
3908,Strait_of_Malacca,Asia, asia
3909,Stratford-upon-Avon,Europe, asia
3910,String_theory,International, north
3911,Stroke,International, ant
3912,Strontium,International, world
3913,Struthiomimus,North_America, asia
3914,Stuttering,International, asia
3915,Stuttgart,Europe, europe
3916,Styracosaurus,North_America, north
3917,Sub-Saharan_Africa,Africa, south
3918,Suburbs_of_Johannesburg,Africa, australia
3919,Sucre,South_America, asia
3920,Sudan,Africa, asia
3921,Sudanic_languages,Africa, africa
3922,Sudoku,International, asia
3923,Suez_Canal,Africa, north
3924,Suffrage,International, asia
3925,Sugar,International, europe
3926,Sugar_beet,International, europe
3927,Sugarcane,International, europe
3928,Suikinkutsu,Asia, europe
3929,Suleiman_the_Magnificent,Middle_East, europe
3930,Sulfur,International, europe
3931,Sulfuric_acid,International, europe
3932,Sultan,International, north
3933,Sumac,International, europe
3934,Sumatra,Asia, ant
3935,Sumer,Middle_East, europe
3936,Summer,International, europe
3937,Summer_Hill%2C_New_South_Wales,Oceania, north
3938,Sumo,Asia, europe
3939,Sun,International, ant
3940,Sun_Tzu,Asia, australia
