Articles	Categories	continent
Badger	subject.Science.Biology.Mammals	 ant
Badminton	subject.Everyday_life.Sports	 asia
Badugi	subject.Everyday_life.Games	 asia
Baghdad	subject.Geography.Geography_of_the_Middle_East	 asia
Bah%C3%A1%27%C3%AD_Faith	subject.Religion.Religious_movements_traditions_and_organizations	 asia
Bahamas	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 north
Bahamas	subject.Countries	 north
Bahrain	subject.Countries	 asia
Bahrain	subject.Geography.Geography_of_the_Middle_East.Middle_Eastern_Countries	 asia
Baker_Island	subject.Geography.Geography_of_Oceania_Australasia	 o
Bald_Eagle	subject.Science.Biology.Birds	 north
Baltic_Sea	subject.Geography.General_Geography	 europe
Baltimore%2C_Maryland	subject.Geography.North_American_Geography	 north
Bamako	subject.Geography.African_Geography	 africa
Banana	subject.Everyday_life.Food_and_agriculture	 asia
Bandicoot	subject.Science.Biology.Mammals	 australia
Bangalore	subject.Geography.Geography_of_Asia	 asia
Bangkok	subject.Geography.Geography_of_Asia	 asia
Bangladesh	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
Bangladesh	subject.Countries	 asia
Banjul	subject.Geography.African_Geography	 africa
Bank_of_China_%28Hong_Kong%29	subject.Business_Studies.Companies	 asia
Banknote	subject.Business_Studies.Currency	 asia
Banksy	subject.People.Artists	 europe
Bantu	subject.Geography.African_Geography	 africa
Barack_Obama	subject.People.Political_People	 africa
Barbados	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 ant
Barbados	subject.Countries	 ant
Barbara_McClintock	subject.People.Human_Scientists	 north
Barbary_Lion	subject.Science.Biology.Mammals	 africa
Barbary_Macaque	subject.Science.Biology.Mammals	 africa
Barcelona	subject.Geography.European_Geography	 europe
Barium	subject.Science.Chemistry.Chemical_elements	 europe
Barley	subject.Everyday_life.Food_and_agriculture	 asia
Barley	subject.Science.Biology.Plants	 asia
Barn_Owl	subject.Science.Biology.Birds	 africa
Barnacle	subject.Science.Biology.Organisms	 ant
Baroque	subject.Art.Art	 europe
Barracuda	subject.Science.Biology.Insects_Reptiles_and_Fish	 australia
Baruch_Spinoza	subject.People.Philosophers	 europe
Baseball	subject.Everyday_life.Sports	 north
Basel	subject.Geography.European_Geography	 europe
Basil	subject.Everyday_life.Food_and_agriculture	 asia
Basil	subject.Science.Biology.Plants	 asia
Basil_Brush	subject.Everyday_life.Television	 europe
Basilica_of_San_Francesco_d%27Assisi	subject.Design_and_Technology.Architecture	 europe
Basilica_of_Santa_Maria_degli_Angeli	subject.Design_and_Technology.Architecture	 europe
Basketball	subject.Everyday_life.Sports	 north
Basking_shark	subject.Science.Biology.Insects_Reptiles_and_Fish	 ant
Bass_%28fish%29	subject.Science.Biology.Insects_Reptiles_and_Fish	 north
Basset_Hound	subject.Science.Biology.Mammals	 ant
Bassoon	subject.Music.Musical_Instruments	 europe
Bat	subject.Science.Biology.Mammals	 australia
Bat-eared_Fox	subject.Science.Biology.Mammals	 africa
Bath%2C_Somerset	subject.Geography.Geography_of_Great_Britain	 europe
Bath_School_disaster	subject.History.Recent_History	 north
Batholith	subject.Geography.Geology_and_geophysics	 ant
Batman	subject.Everyday_life.Cartoons	 north
Battle_of_Alesia	subject.History.Pre_1900_Military	 europe
Battle_of_Amiens	subject.History.Military_History_and_War	 europe
Battle_of_Austerlitz	subject.History.Pre_1900_Military	 europe
Battle_of_Badr	subject.History.Pre_1900_Military	 asia
Battle_of_Bicocca	subject.History.Pre_1900_Military	 europe
Battle_of_Britain	subject.History.British_History.British_History_Post_1900	 europe
Battle_of_Cannae	subject.History.Pre_1900_Military	 africa
Battle_of_France	subject.History.World_War_II	 europe
Battle_of_Gettysburg	subject.History.Pre_1900_Military	 north
Battle_of_Grunwald	subject.History.Pre_1900_Military	 europe
Battle_of_Hastings	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Battle_of_Jutland	subject.History.Military_History_and_War	 europe
Battle_of_Lechaeum	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Battle_of_Leyte_Gulf	subject.History.World_War_II	 asia
Battle_of_Marathon	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Battle_of_Midway	subject.History.World_War_II	 asia
Battle_of_Moscow	subject.History.World_War_II	 asia
Battle_of_Normandy	subject.History.World_War_II	 europe
Battle_of_Rennell_Island	subject.History.World_War_II	 pacific
Battle_of_Sitka	subject.History.Pre_1900_Military	 asia
Battle_of_Smolensk_%281943%29	subject.History.World_War_II	 europe
Battle_of_Stalingrad	subject.History.World_War_II	 europe
Battle_of_Tours	subject.History.Ancient_History_Classical_History_and_Mythology	 europe
Battle_of_Vaslui	subject.History.Pre_1900_Military	 europe
Battle_of_Warsaw_%281920%29	subject.History.Military_History_and_War	 europe
Battle_of_the_Bulge	subject.History.World_War_II	 europe
Battle_of_the_Eastern_Solomons	subject.History.World_War_II	 asia
Battle_of_the_Little_Bighorn	subject.History.Pre_1900_Military	 north
Battle_of_the_Santa_Cruz_Islands	subject.History.World_War_II	 asia
Battle_of_the_Somme_%281916%29	subject.History.Military_History_and_War	 europe
Battles_of_the_Mexican-American_War	subject.History.Military_History_and_War	 north
Bay_Area_Rapid_Transit	subject.Design_and_Technology.Railway_transport	 north
Bay_of_Bengal	subject.Geography.General_Geography	 asia
Beach	subject.Geography.Geology_and_geophysics	 africa
Bean	subject.Everyday_life.Food_and_agriculture	 australia
Bean	subject.Science.Biology.Plants	 australia
Bear	subject.Science.Biology.Mammals	 asia
Beatles_for_Sale	subject.Music.Musical_Recordings_and_compositions	 asia
Beaver	subject.Science.Biology.Mammals	 north
Bedbug	subject.Science.Biology.Insects_Reptiles_and_Fish	 asia
Bede	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Bede	subject.History.Historians_chroniclers_and_history_books	 europe
Bee	subject.Science.Biology.Insects_Reptiles_and_Fish	 australia
Beeching_Axe	subject.Design_and_Technology.Railway_transport	 europe
Beekeeping	subject.Everyday_life.Food_and_agriculture	 asia
Beekeeping	subject.Everyday_life.Recreation	 asia
Beep_%28SWBLW%29	subject.Design_and_Technology.Railway_transport	 north
Beer	subject.Everyday_life.Drink	 ant
Beet	subject.Everyday_life.Food_and_agriculture	 europe
Beet	subject.Science.Biology.Plants	 europe
Beetle	subject.Science.Biology.Insects_Reptiles_and_Fish	 australia
Behavioral_finance	subject.Business_Studies.Economics	 ant
Behistun_Inscription	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Beijing	subject.Geography.Geography_of_Asia	 asia
Beirut	subject.Geography.Geography_of_the_Middle_East	 asia
Belarus	subject.Countries	 europe
Belarus	subject.Geography.European_Geography.European_Countries	 europe
Belfast	subject.Geography.Geography_of_Great_Britain	 europe
Belgium	subject.Countries	 europe
Belgium	subject.Geography.European_Geography.European_Countries	 europe
Belize	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 central
Belize	subject.Countries	 central
Belton_House	subject.Design_and_Technology.Architecture	 europe
Ben-Hur_%281959_film%29	subject.Everyday_life.Films	 north
Ben_Jonson	subject.History.British_History.British_History_15001750	 europe
Ben_Jonson	subject.People.Writers_and_critics	 europe
Ben_Nevis	subject.Geography.Geography_of_Great_Britain	 europe
Bench_language	subject.Language_and_literature.Languages	 africa
Benin	subject.Geography.African_Geography.African_Countries	 africa
Benin	subject.Countries	 africa
Benito_Mussolini	subject.People.Political_People	 europe
Benito_Mussolini	subject.History.World_War_II	 europe
Benjamin_Britten	subject.People.Performers_and_composers	 europe
Benjamin_Britten	subject.Language_and_literature.Poetry_and_Opera	 europe
Benjamin_Disraeli%2C_1st_Earl_of_Beaconsfield	subject.History.British_History.British_History_17501900	 europe
Benjamin_Disraeli%2C_1st_Earl_of_Beaconsfield	subject.People.Political_People	 europe
Benjamin_Franklin	subject.People.Astronomers_and_physicists	 north
Benjamin_Franklin	subject.People.Historical_figures	 north
Benjamin_Harrison	subject.People.USA_Presidents	 north
Benjamin_Mountfort	subject.Design_and_Technology.Architecture	 australia
Benjamin_of_Tudela	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Benjamin_of_Tudela	subject.History.Historians_chroniclers_and_history_books	 asia
Benzene	subject.Science.Chemistry.Chemical_compounds	 asia
Berber_languages	subject.Language_and_literature.Languages	 africa
Beriberi	subject.Science.Biology.Health_and_medicine	 asia
Berkelium	subject.Science.Chemistry.Chemical_elements	 not
Berlin	subject.Geography.European_Geography	 europe
Berlin_Wall	subject.History.Recent_History	 europe
Bermuda	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 north
Bermuda	subject.Countries	 north
Bernard_Hinault	subject.People.Sports_and_games_people	 europe
Bertrand_Russell	subject.People.Philosophers	 europe
Beryllium	subject.Science.Chemistry.Chemical_elements	 ant
Betelgeuse_incident	subject.Design_and_Technology.Air_and_Sea_transport	 europe
Bette_Davis	subject.People.Actors_models_and_celebrities	 north
Bhutan	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
Bhutan	subject.Countries	 asia
Bible	subject.Religion.Religious_texts	 asia
Bicycle	subject.Design_and_Technology.Road_transport	 asia
Bicycle_Thieves	subject.Everyday_life.Films	 europe
Big_Bang	subject.Science.Physics.Space_Astronomy	 asia
Bill_Clinton	subject.People.Political_People	 north
Bill_Gates	subject.People.Computing_People	 north
Billie_Holiday	subject.People.Performers_and_composers	 ant
Binary_star	subject.Science.Physics.Space_Astronomy	 ant
Binoculars	subject.Design_and_Technology.Engineering	 asia
Binomial_nomenclature	subject.Science.Biology.General_Biology	 south
Biodiesel	subject.Design_and_Technology.Engineering	 australia
Biodiesel	subject.Citizenship.Environment	 australia
Biodiversity	subject.Citizenship.Environment	 world
Biodiversity	subject.Science.Biology.General_Biology	 world
Biofuel	subject.Citizenship.Environment	 asia
Bioinformatics	subject.Science.Biology.General_Biology	 asia
Bioinformatics	subject.IT.Software	 asia
Biology	subject.Science.Biology.General_Biology	 ant
Bionicle__Mask_of_Light	subject.Everyday_life.Films	 ant
Biosphere	subject.Geography.Climate_and_the_Weather	 ant
Biotechnology	subject.Science.Biology.General_Biology	 asia
Bird	subject.Science.Biology.Birds	 australia
Bird_migration	subject.Science.Biology.Birds	 africa
Bird_of_prey	subject.Science.Biology.Birds	 africa
Birmingham	subject.Geography.Geography_of_Great_Britain	 europe
Birth_control	subject.Science.Biology.Health_and_medicine	 asia
Bismuth	subject.Science.Chemistry.Chemical_elements	 asia
Bison	subject.Science.Biology.Mammals	 north
Bissau	subject.Geography.African_Geography	 africa
Bj%C3%B6rn_Borg	subject.People.Sports_and_games_people	 europe
Bj%C3%B8rn%C3%B8ya	subject.Geography.European_Geography	 europe
Black-backed_Jackal	subject.Science.Biology.Mammals	 africa
Black-footed_Cat	subject.Science.Biology.Mammals	 africa
Black-winged_Stilt	subject.Science.Biology.Birds	 africa
Black_Death	subject.History.General_history	 europe
Black_Rhinoceros	subject.Science.Biology.Mammals	 africa
Black_Robin	subject.Science.Biology.Birds	 australia
Black_Sea	subject.Geography.General_Geography	 asia
Black_Seminoles	subject.Geography.Peoples	 north
Black_Wildebeest	subject.Science.Biology.Mammals	 africa
Black_hole	subject.Science.Physics.Space_Astronomy	 ant
Black_panther	subject.Science.Biology.Mammals	 africa
Black_pepper	subject.Everyday_life.Food_and_agriculture	 asia
Black_widow_spider	subject.Science.Biology.Insects_Reptiles_and_Fish	 australia
Blackbird	subject.Science.Biology.Birds	 europe
Blackcap	subject.Science.Biology.Birds	 europe
Blackjack	subject.Everyday_life.Games	 ant
Blackpool	subject.Geography.Geography_of_Great_Britain	 europe
Blacktip_reef_shark	subject.Science.Biology.Insects_Reptiles_and_Fish	 australia
Blade_Runner	subject.Everyday_life.Films	 asia
Blaise_Pascal	subject.People.Mathematicians	 europe
Blitzkrieg	subject.History.World_War_II	 europe
Blokus	subject.Everyday_life.Games	 ant
Blood_type	subject.Science.Biology.Health_and_medicine	 asia
Blue_Jay	subject.Science.Biology.Birds	 north
Blue_Peter	subject.Everyday_life.Television	 ant
Blue_Tit	subject.Science.Biology.Birds	 europe
Blue_Whale	subject.Science.Biology.Mammals	 ant
Blue_Wildebeest	subject.Science.Biology.Mammals	 africa
Blue_shark	subject.Science.Biology.Insects_Reptiles_and_Fish	 ant
Bluegrass_music	subject.Music.Musical_genres_styles_eras_and_events	 north
Bluetooth	subject.Science.Physics.Electricity_and_Electronics	 europe
Bluetooth	subject.Design_and_Technology.Engineering	 europe
Boa	subject.Science.Biology.Insects_Reptiles_and_Fish	 south
Board_game	subject.Everyday_life.Games	 asia
Boat	subject.Design_and_Technology.Air_and_Sea_transport	 asia
Bob_Dylan	subject.People.Performers_and_composers	 north
Bob_Marley	subject.People.Performers_and_composers	 africa
Bobcat	subject.Science.Biology.Mammals	 north
Body_mass_index	subject.Science.Biology.Health_and_medicine	 ant
Bodyline	subject.History.British_History.British_History_Post_1900	 australia
Bodyline	subject.Everyday_life.Sports_events	 australia
Boeing_747	subject.Design_and_Technology.Air_and_Sea_transport	 north
Bog	subject.Geography.Geology_and_geophysics	 ant
Bogot%C3%A1	subject.Geography.Central_and_South_American_Geography	 south
Bohemian_Rhapsody	subject.Music.Musical_Recordings_and_compositions	 asia
Bohor_Reedbuck	subject.Science.Biology.Mammals	 africa
Bohrium	subject.Science.Chemistry.Chemical_elements	 ant
Bolivia	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 south
Bolivia	subject.Countries	 south
Bologna	subject.Geography.European_Geography	 europe
Boltysh_crater	subject.Geography.European_Geography	 ant
Bongo_%28antelope%29	subject.Science.Biology.Mammals	 africa
Bonobo	subject.Science.Biology.Mammals	 africa
Bontebok	subject.Science.Biology.Mammals	 south
Booby	subject.Science.Biology.Birds	 australia
Book	subject.Language_and_literature.Literature_types	 ant
Book_of_Common_Prayer	subject.Religion.Religious_texts	 europe
Book_of_Kells	subject.Language_and_literature.General_Literature	 europe
Boolean_logic	subject.Mathematics	 ant
Borage	subject.Science.Biology.Plants	 asia
Boris_Becker	subject.People.Sports_and_games_people	 europe
Boron	subject.Science.Chemistry.Chemical_elements	 ant
Bosnia_and_Herzegovina	subject.Countries	 europe
Bosnia_and_Herzegovina	subject.Geography.European_Geography.European_Countries	 europe
Boston%2C_Massachusetts	subject.Geography.North_American_Geography	 north
Boston_RFC	subject.Everyday_life.Sports_teams	 north
Boston_Terrier	subject.Science.Biology.Mammals	 ant
Boston_and_Lowell_Railroad	subject.Design_and_Technology.Railway_transport	 north
Botany	subject.Science.Biology.Plants	 asia
Botswana	subject.Geography.African_Geography.African_Countries	 africa
